x-coord,y-coord,width,lat.inc,speed,z-coord,,,
-95.00010241,4.780137722,12.00009676,-0.004534967,0,-0.133800765,,,
-96.00010158,4.779115792,12.00010826,-0.004667665,0,-0.13471399,,,
-97.00010074,4.778102817,12.00012003,-0.004808881,0,-0.135650688,,,
-98.00009984,4.777099866,12.00013158,-0.004953104,0,-0.136660495,,,
-99.0000988,4.776108007,12.00014244,-0.00509482,0,-0.137793044,,,
-100.0000976,4.775128307,12.00015213,-0.005228514,0,-0.139097969,,,
-101.000096,4.774161228,12.0001603,-0.005349911,0,-0.140616862,,,
-102.0000942,4.773204656,12.00016713,-0.00545997,0,-0.142357295,,,
-103.0000919,4.772255799,12.00017295,-0.005561035,0,-0.144317842,,,
-104.0000893,4.771311862,12.00017809,-0.005655447,0,-0.146497077,,,
-105.0000862,4.770370052,12.00018286,-0.005745552,0,-0.148893573,,,
-106.0000825,4.769427576,12.00018761,-0.005833692,0,-0.151505904,,,
-107.0000783,4.76848164,12.00019266,-0.00592221,0,-0.154332645,,,
-108.0000735,4.767529452,12.00019833,-0.00601345,0,-0.157372368,,,
-109.000068,4.766568217,12.00020494,-0.006109756,0,-0.160623649,,,
-110.0000618,4.765595143,12.00021284,-0.00621347,0,-0.16408506,,,
-111.0000548,4.764609655,12.00022224,-0.006326243,0,-0.167755189,,,
-112.0000471,4.76362041,12.00023293,-0.00644684,0,-0.171632684,,,
-113.0000385,4.762638462,12.00024462,-0.006573277,0,-0.175716206,,,
-114.0000291,4.761674867,12.00025698,-0.00670357,0,-0.180004416,,,
-115.0000188,4.76074068,12.00026971,-0.006835734,0,-0.184495978,,,
-116.0000075,4.759846956,12.0002825,-0.006967786,0,-0.189189552,,,
-116.9999954,4.75900475,12.00029503,-0.00709774,0,-0.194083801,,,
-117.9999822,4.758225117,12.00030699,-0.007223614,0,-0.199177387,,,
-118.999968,4.757519112,12.00031807,-0.007343422,0,-0.20446897,,,
-119.9999528,4.756897791,12.00032796,-0.00745518,0,-0.209957214,,,
-120.9999365,4.756363821,12.00033643,-0.0075573,0,-0.215640831,,,
-121.9999191,4.755885692,12.00034358,-0.007649813,0,-0.221518743,,,
-122.9999005,4.755423188,12.0003496,-0.007733157,0,-0.227589924,,,
-123.9998808,4.754936096,12.00035468,-0.007807774,0,-0.233853347,,,
-124.9998598,4.754384199,12.00035901,-0.007874105,0,-0.240307989,,,
-125.9998376,4.753727284,12.00036277,-0.00793259,0,-0.246952822,,,
-126.9998141,4.752925134,12.00036615,-0.00798367,0,-0.253786822,,,
-127.9997893,4.751937536,12.00036934,-0.008027786,0,-0.260808963,,,
-128.9997632,4.750724275,12.00037253,-0.008065377,0,-0.268018219,,,
-129.9997356,4.749245134,12.0003759,-0.008096886,0,-0.275413564,,,
-130.9997066,4.747458099,12.00037959,-0.008122791,0,-0.282994411,,,
-131.9996756,4.745313947,12.00038355,-0.00814373,0,-0.290761926,,,
-132.9996423,4.742761654,12.00038766,-0.008160376,0,-0.298717711,,,
-133.999606,4.739750196,12.0003918,-0.008173406,0,-0.306863372,,,
-134.9995663,4.736228549,12.00039587,-0.008183494,0,-0.315200512,,,
-135.9995227,4.732145689,12.00039976,-0.008191317,0,-0.323730734,,,
-136.9994746,4.727450592,12.00040335,-0.008197548,0,-0.332455642,,,
-137.9994217,4.722092234,12.00040653,-0.008202864,0,-0.34137684,,,
-138.9993634,4.716019591,12.0004092,-0.00820794,0,-0.350495931,,,
-139.9992992,4.709181639,12.00041123,-0.008213451,0,-0.35981452,,,
-140.9992283,4.701527849,12.00041256,-0.008219946,0,-0.369335117,,,
-141.9991493,4.693009644,12.00041328,-0.00822748,0,-0.379063798,,,
-142.9990603,4.683578928,12.0004135,-0.008235987,0,-0.389007522,,,
-143.9989596,4.673187603,12.00041335,-0.008245398,0,-0.399173244,,,
-144.9988454,4.661787573,12.00041294,-0.008255646,0,-0.409567921,,,
-145.9987158,4.649330741,12.00041242,-0.008266664,0,-0.420198509,,,
-146.9985692,4.635769009,12.00041189,-0.008278385,0,-0.431071964,,,
-147.9984037,4.621054282,12.00041147,-0.008290742,0,-0.442195244,,,
-148.9982175,4.605138463,12.00041131,-0.008303666,0,-0.453575304,,,
-149.998009,4.587973453,12.0004115,-0.008317092,0,-0.465219101,,,
-150.9977759,4.569511023,12.00041217,-0.008331145,0,-0.477131419,,,
-151.9975151,4.549702418,12.00041337,-0.008346711,0,-0.489308589,,,
-152.997223,4.528498755,12.00041512,-0.008364856,0,-0.501744881,,,
-153.9968961,4.505851153,12.00041748,-0.008386649,0,-0.514434564,,,
-154.996531,4.481710729,12.00042047,-0.008413159,0,-0.52737191,,,
-155.9961239,4.456028601,12.00042413,-0.008445453,0,-0.540551189,,,
-156.9956715,4.428755887,12.0004285,-0.008484599,0,-0.553966672,,,
-157.9951702,4.399843706,12.00043363,-0.008531666,0,-0.567612629,,,
-158.9946165,4.369243174,12.00043953,-0.008587721,0,-0.58148333,,,
-159.9940068,4.336905411,12.00044626,-0.008653833,0,-0.595573046,,,
-160.9933372,4.302781592,12.00045385,-0.008730782,0,-0.609878268,,,
-161.9926018,4.266823119,12.00046238,-0.008818222,0,-0.624404129,,,
-162.9917942,4.228981449,12.00047193,-0.008915535,0,-0.639157868,,,
-163.9909081,4.189208042,12.00048258,-0.009022104,0,-0.654146725,,,
-164.9899372,4.147454353,12.0004944,-0.00913731,0,-0.669377939,,,
-165.9888752,4.10367184,12.00050749,-0.009260534,0,-0.684858747,,,
-166.9877158,4.057811961,12.00052191,-0.009391158,0,-0.70059639,,,
-167.9864525,4.009826173,12.00053775,-0.009528565,0,-0.716598107,,,
-168.9850792,3.959665934,12.00055508,-0.009672135,0,-0.732871135,,,
-169.9835894,3.907282701,12.000574,-0.009821251,0,-0.749422715,,,
-170.9819763,3.852627982,12.00059446,-0.009974924,0,-0.766257296,,,
-171.9802311,3.795653486,12.00061599,-0.010130694,0,-0.783368216,,,
-172.9783443,3.736310974,12.00063801,-0.01028573,0,-0.800746043,,,
-173.9763066,3.674552204,12.00065995,-0.010437205,0,-0.818381347,,,
-174.9741086,3.610328936,12.00068122,-0.010582289,0,-0.836264695,,,
-175.9717409,3.543592931,12.00070123,-0.010718154,0,-0.854386658,,,
-176.9691941,3.474295946,12.00071941,-0.010841971,0,-0.872737804,,,
-177.9664589,3.402389743,12.00073518,-0.010950911,0,-0.891308702,,,
-178.9635258,3.32782608,12.00074794,-0.011042145,0,-0.91008992,,,
-179.9603855,3.250556718,12.00075713,-0.011112844,0,-0.929072027,,,
-180.9570281,3.170533403,12.00076234,-0.011161099,0,-0.948238895,,,
-181.9534416,3.087707836,12.00076396,-0.011188911,0,-0.967545873,,,
-182.9496136,3.002031701,12.0007626,-0.011199328,0,-0.986940717,,,
-183.9455315,2.913456684,12.00075884,-0.011195392,0,-1.006371184,,,
-184.9411829,2.821934472,12.0007533,-0.01118015,0,-1.02578503,,,
-185.9365554,2.727416749,12.00074656,-0.011156646,0,-1.045130011,,,
-186.9316362,2.629855201,12.00073922,-0.011127926,0,-1.064353885,,,
-187.9264131,2.529201515,12.00073189,-0.011097035,0,-1.083404407,,,
-188.9208735,2.425407375,12.00072517,-0.011067016,0,-1.102229334,,,
-189.9150049,2.318424467,12.00071964,-0.011040916,0,-1.120776423,,,
-190.9087937,2.208204638,12.00071579,-0.01102102,0,-1.139017612,,,
-191.9022206,2.094700519,12.00071351,-0.011005886,0,-1.157043572,,,
-192.8952646,1.977864982,12.0007125,-0.010992928,0,-1.174981355,,,
-193.8879047,1.857650901,12.00071246,-0.010979562,0,-1.192958025,,,
-194.88012,1.734011147,12.00071311,-0.010963203,0,-1.211100643,,,
-195.8718895,1.606898593,12.00071414,-0.010941264,0,-1.229536271,,,
-196.8631921,1.476266112,12.00071526,-0.010911162,0,-1.248391972,,,
-197.854007,1.342066577,12.00071618,-0.010870311,0,-1.267794807,,,
-198.844313,1.20425286,12.00071659,-0.010816125,0,-1.287871839,,,
-199.8340894,1.062777834,12.00071621,-0.01074602,0,-1.308750131,,,
-200.8233151,0.917594681,12.00071478,-0.010657996,0,-1.3305254,,,
-201.8119704,0.768658636,12.00071232,-0.010553928,0,-1.353085886,,,
-202.8000361,0.615925768,12.00070895,-0.010437263,0,-1.376235517,,,
-203.7874927,0.459352148,12.00070478,-0.010311456,0,-1.399777978,,,
-204.7743209,0.298893848,12.00069996,-0.01017996,0,-1.423516952,,,
-205.7605014,0.134506937,12.0006946,-0.010046228,0,-1.447256124,,,
-206.7460148,-0.033852512,12.00068883,-0.009913714,0,-1.470799178,,,
-207.7308419,-0.206228429,12.00068277,-0.00978587,0,-1.493949799,,,
-208.7149631,-0.382664742,12.00067654,-0.00966615,0,-1.516511671,,,
-209.6983593,-0.56320538,12.00067027,-0.009558007,0,-1.538288478,,,
-210.6810105,-0.747893767,12.0006641,-0.009464561,0,-1.559102017,,,
-211.6628902,-0.936768416,12.00065829,-0.009385703,0,-1.578950096,,,
-212.6439688,-1.129865077,12.00065318,-0.009319505,0,-1.597929576,,,
-213.6242164,-1.327219467,12.0006491,-0.009264018,0,-1.616138424,,,
-214.603603,-1.528867305,12.00064638,-0.009217295,0,-1.633674606,,,
-215.5820989,-1.734844311,12.00064537,-0.009177387,0,-1.65063609,,,
-216.5596742,-1.945186202,12.00064639,-0.009142346,0,-1.667120843,,,
-217.5362989,-2.159928698,12.00064979,-0.009110225,0,-1.683226831,,,
-218.5119434,-2.379107516,12.0006559,-0.009079073,0,-1.699052021,,,
-219.4865776,-2.602758376,12.00066505,-0.009046945,0,-1.714694381,,,
-220.4601717,-2.830916646,12.00067754,-0.009012093,0,-1.730247251,,,
-221.4326948,-3.063613649,12.00069303,-0.00897511,0,-1.745750528,,,
-222.4041156,-3.300878111,12.00071085,-0.008938089,0,-1.761209779,,,
-223.3744028,-3.542738715,12.00073029,-0.008903146,0,-1.776630007,,,
-224.3435248,-3.789224144,12.00075063,-0.0088724,0,-1.792016217,,,
-225.3114504,-4.04036308,12.00077119,-0.008847969,0,-1.80737341,,,
-226.2781481,-4.296184206,12.00079126,-0.008831969,0,-1.822706591,,,
-227.2435866,-4.556716205,12.00081013,-0.008826519,0,-1.838020762,,,
-228.2077345,-4.82198776,12.0008271,-0.008833737,0,-1.853320927,,,
-229.1705605,-5.092027553,12.00084147,-0.008855739,0,-1.868612089,,,
-230.1320328,-5.366863933,12.00085262,-0.008894274,0,-1.883901142,,,
-231.0921169,-5.646522451,12.00086069,-0.008948006,0,-1.899210713,,,
-232.0507771,-5.931027277,12.00086616,-0.009014073,0,-1.914571235,,,
-233.0079776,-6.220402569,12.00086953,-0.009089598,0,-1.930013198,,,
-233.9636824,-6.514672485,12.0008713,-0.009171707,0,-1.945567093,,,
-234.9178559,-6.813861183,12.00087196,-0.009257525,0,-1.961263408,,,
-235.8704622,-7.11799282,12.00087201,-0.009344178,0,-1.977132635,,,
-236.8214654,-7.427091555,12.00087194,-0.00942879,0,-1.993205262,,,
-237.7708298,-7.741181546,12.00087226,-0.009508486,0,-2.009511779,,,
-238.7185196,-8.060286951,12.00087345,-0.009580392,0,-2.026082677,,,
-239.6644979,-8.384431947,12.00087588,-0.009642309,0,-2.042939754,,,
-240.6087245,-8.713640786,12.00087938,-0.009694603,0,-2.060071964,,,
-241.5511584,-9.047937734,12.00088367,-0.00973824,0,-2.077460505,,,
-242.4917583,-9.387347061,12.00088845,-0.00977419,0,-2.095086574,,,
-243.4304833,-9.731893033,12.00089343,-0.00980342,0,-2.112931368,,,
-244.3672922,-10.08159992,12.00089833,-0.0098269,0,-2.130976084,,,
-245.3021438,-10.43649199,12.00090286,-0.009845598,0,-2.149201921,,,
-246.2349972,-10.79659351,12.00090674,-0.009860481,0,-2.167590075,,,
-247.1658112,-11.16192874,12.00090967,-0.009872519,0,-2.186121743,,,
-248.0945447,-11.53252184,12.00091136,-0.009882627,0,-2.20477755,,,
-249.0211576,-11.90839101,12.00091162,-0.009889305,0,-2.223511908,,,
-249.9456113,-12.28954623,12.00091033,-0.009887683,0,-2.242242671,,,
-250.8678671,-12.67599685,12.0009074,-0.00987264,0,-2.260884982,,,
-251.7878866,-13.06775224,12.00090274,-0.009839058,0,-2.279353983,,,
-252.7056311,-13.46482174,12.00089625,-0.009781815,0,-2.297564817,,,
-253.621062,-13.86721472,12.00088784,-0.009695793,0,-2.315432627,,,
-254.5341409,-14.27494053,12.00087742,-0.009575872,0,-2.332872555,,,
-255.444829,-14.68800853,12.00086488,-0.009416932,0,-2.349799745,,,
-256.3530879,-15.10642807,12.00085015,-0.009213853,0,-2.366129339,,,
-257.2588772,-15.53021008,12.0008332,-0.008962703,0,-2.381794168,,,
-258.1621435,-15.95937673,12.00081465,-0.008668119,0,-2.396854841,,,
-259.0628279,-16.39395514,12.00079538,-0.008338502,0,-2.411428111,,,
-259.9608713,-16.83397246,12.00077627,-0.007982271,0,-2.425630969,,,
-260.8562147,-17.27945585,12.00075822,-0.007607844,0,-2.439580406,,,
-261.748799,-17.73043244,12.00074211,-0.007223638,0,-2.453393417,,,
-262.6385652,-18.18692939,12.00072881,-0.006838072,0,-2.467186991,,,
-263.5254543,-18.64897384,12.00071922,-0.006459561,0,-2.481078122,,,
-264.4094073,-19.11659293,12.00071421,-0.006096525,0,-2.495183802,,,
-265.2903656,-19.58981294,12.00071466,-0.005757313,0,-2.509619676,,,
-266.1682921,-20.06862271,12.00072032,-0.005447477,0,-2.524444256,,,
-267.0431787,-20.5529606,12.0007295,-0.005168789,0,-2.539638929,,,
-267.9150193,-21.04276137,12.0007404,-0.004922756,0,-2.555179626,,,
-268.7838077,-21.53795979,12.00075121,-0.004710882,0,-2.571042278,,,
-269.6495379,-22.03849064,12.00076013,-0.004534672,0,-2.587202815,,,
-270.5122038,-22.54428869,12.00076535,-0.004395632,0,-2.603637167,,,
-271.3717992,-23.05528871,12.00076509,-0.004295267,0,-2.620321264,,,
-272.228318,-23.57142548,12.00075752,-0.004235083,0,-2.637231039,,,
-273.0817542,-24.09263377,12.00074085,-0.004216585,0,-2.65434242,,,
-273.9320993,-24.61885381,12.00071396,-0.004240682,0,-2.671642536,,,
-274.779335,-25.15004864,12.00067853,-0.0043058,0,-2.68916517,,,
-275.6234404,-25.6861872,12.00063701,-0.004409716,0,-2.706956253,,,
-276.4643948,-26.22723847,12.0005918,-0.004550209,0,-2.725061714,,,
-277.3021773,-26.77317139,12.00054536,-0.004725058,0,-2.743527483,,,
-278.136767,-27.32395492,12.00050009,-0.004932041,0,-2.762399492,,,
-278.9681431,-27.87955802,12.00045845,-0.005168936,0,-2.781723671,,,
-279.7962849,-28.43994965,12.00042284,-0.005433522,0,-2.801545949,,,
-280.6211714,-29.00509876,12.0003957,-0.005723578,0,-2.821912258,,,
-281.4427819,-29.57497425,12.00037946,-0.006036873,0,-2.842868144,,,
-282.2611023,-30.14953897,12.00037517,-0.006370304,0,-2.864420075,,,
-283.076131,-30.72874458,12.00038146,-0.006719153,0,-2.886502267,,,
-283.8878675,-31.31254151,12.00039665,-0.00707853,0,-2.909041119,,,
-284.6963116,-31.90088021,12.00041909,-0.007443542,0,-2.931963031,,,
-285.5014629,-32.49371113,12.0004471,-0.007809296,0,-2.955194402,,,
-286.3033211,-33.09098471,12.00047903,-0.008170901,0,-2.978661633,,,
-287.1018858,-33.69265139,12.0005132,-0.008523463,0,-3.002291124,,,
-287.8971566,-34.29866162,12.00054796,-0.008862091,0,-3.026009274,,,
-288.6891333,-34.90896584,12.00058165,-0.009181892,0,-3.049742483,,,
-289.4778155,-35.52351449,12.0006126,-0.009477991,0,-3.073417171,,,
-290.2632069,-36.14225703,12.00063973,-0.009747115,0,-3.096961552,,,
-291.0453177,-36.76514114,12.00066294,-0.009988845,0,-3.120307028,,,
-291.8241591,-37.39211437,12.00068227,-0.010203052,0,-3.143385334,,,
-292.5997423,-38.02312424,12.00069773,-0.010389611,0,-3.166128202,,,
-293.3720785,-38.65811826,12.00070935,-0.010548395,0,-3.188467367,,,
-294.1411786,-39.29704398,12.00071714,-0.010679278,0,-3.210334559,,,
-294.9070539,-39.93984892,12.00072113,-0.010782132,0,-3.231661514,,,
-295.6697154,-40.5864806,12.00072133,-0.010856833,0,-3.252379964,,,
-296.4291744,-41.23688654,12.00071778,-0.010903253,0,-3.272421642,,,
-297.1854419,-41.89101428,12.00071048,-0.010921272,0,-3.291718517,,,
-297.938531,-42.54881115,12.00069966,-0.010911899,0,-3.310240519,,,
-298.6884591,-43.21022409,12.00068591,-0.010878497,0,-3.328037076,,,
-299.435244,-43.87520001,12.0006699,-0.010824728,0,-3.345167608,,,
-300.1789034,-44.54368579,12.00065228,-0.010754254,0,-3.361691537,,,
-300.9194553,-45.21562833,12.00063371,-0.010670736,0,-3.377668282,,,
-301.6569173,-45.89097452,12.00061484,-0.010577835,0,-3.393157264,,,
-302.3913073,-46.56967127,12.00059633,-0.010479213,0,-3.408217905,,,
-303.1226431,-47.25166547,12.00057883,-0.010378531,0,-3.422909624,,,
-303.8509426,-47.936904,12.00056301,-0.010279451,0,-3.437291843,,,
-304.5762234,-48.62533378,12.00054951,-0.010185629,0,-3.451423957,,,
-305.2985053,-49.31690284,12.00053872,-0.010099355,0,-3.465357371,,,
-306.0178122,-50.01156197,12.00053032,-0.010019605,0,-3.479124133,,,
-306.7341685,-50.70926239,12.00052393,-0.009944862,0,-3.492753412,,,
-307.4475989,-51.40995531,12.00051914,-0.009873611,0,-3.506274382,,,
-308.158128,-52.11359193,12.00051555,-0.009804335,0,-3.519716214,,,
-308.8657802,-52.82012346,12.00051276,-0.009735517,0,-3.533108079,,,
-309.5705802,-53.52950112,12.00051036,-0.009665643,0,-3.546479149,,,
-310.2725525,-54.24167611,12.00050795,-0.009593195,0,-3.559858597,,,
-310.9717216,-54.95659963,12.00050515,-0.009516658,0,-3.573275593,,,
-311.6681122,-55.67422291,12.00050153,-0.009434516,0,-3.586759294,,,
-312.3617499,-56.39449829,12.00049681,-0.00934578,0,-3.600332449,,,
-313.0526629,-57.11738097,12.00049096,-0.009250794,0,-3.614001461,,,
-313.7408801,-57.84282662,12.000484,-0.009150116,0,-3.627770164,,,
-314.4264303,-58.57079093,12.00047594,-0.009044301,0,-3.641642392,,,
-315.1093421,-59.30122954,12.0004668,-0.008933906,0,-3.655621979,,,
-315.7896445,-60.03409815,12.00045658,-0.008819487,0,-3.669712759,,,
-316.467366,-60.7693524,12.00044532,-0.008701601,0,-3.683918567,,,
-317.1425356,-61.50694798,12.00043302,-0.008580803,0,-3.698243236,,,
-317.815182,-62.24684055,12.0004197,-0.008457651,0,-3.7126906,,,
-318.4853338,-62.98898578,12.00040538,-0.008332698,0,-3.7272645,,,
-319.153021,-63.73334018,12.00039012,-0.008206193,0,-3.741971282,,,
-319.8182754,-64.4798624,12.00037413,-0.008077583,0,-3.756823744,,,
-320.4811297,-65.22851146,12.00035767,-0.007946194,0,-3.771835706,,,
-321.1416161,-65.97924634,12.00034096,-0.007811347,0,-3.787020989,,,
-321.7997674,-66.73202605,12.00032423,-0.007672367,0,-3.802393411,,,
-322.4556157,-67.48680959,12.00030773,-0.007528577,0,-3.817966792,,,
-323.1091938,-68.24355595,12.0002917,-0.0073793,0,-3.833754954,,,
-323.7605339,-69.00222414,12.00027636,-0.007223861,0,-3.849771715,,,
-324.4096686,-69.76277316,12.00026195,-0.007061582,0,-3.866030895,,,
-325.0566304,-70.52516201,12.00024872,-0.006891786,0,-3.882546311,,,
-325.7014524,-71.28935049,12.00023673,-0.00671332,0,-3.89932974,,,
-326.3441698,-72.05530042,12.00022569,-0.006523801,0,-3.916387692,,,
-326.9848181,-72.82297397,12.0002152,-0.006320648,0,-3.933725834,,,
-327.6234327,-73.5923333,12.00020489,-0.006101284,0,-3.951349832,,,
-328.2600491,-74.36334058,12.00019439,-0.005863127,0,-3.969265355,,,
-328.8947028,-75.13595797,12.0001833,-0.005603599,0,-3.987478068,,,
-329.5274292,-75.91014763,12.00017126,-0.005320119,0,-4.00599364,,,
-330.1582638,-76.68587173,12.00015787,-0.005010108,0,-4.024817737,,,
-330.7872421,-77.46309243,12.00014277,-0.004670988,0,-4.043956027,,,
-331.4143995,-78.24177189,12.00012558,-0.00430018,0,-4.063414167,,,
-332.0397722,-79.02187301,12.0001062,-0.003897013,0,-4.083192974,,,
-332.6633979,-79.80336063,12.00008529,-0.003465867,0,-4.103280388,,,
-333.2853148,-80.58619992,12.00006365,-0.003011955,0,-4.123662235,,,
-333.9055609,-81.37035604,12.00004206,-0.00254049,0,-4.144324343,,,
-334.5241745,-82.15579415,12.00002131,-0.002056683,0,-4.165252536,,,
-335.1411935,-82.94247941,12.00000218,-0.001565748,0,-4.186432642,,,
-335.7566561,-83.73037699,11.99998547,-0.001072896,0,-4.207850486,,,
-336.3706005,-84.51945206,11.99997196,-0.00058334,0,-4.229491895,,,
